"","X","Date","Temperature_c","Type","Method","Site","Comments"
"21792",10876,"2014-07-21",20.833,"Min","TinyTag","SEGC",""
"21793",10877,"2014-07-22",20.733,"Min","TinyTag","SEGC",""
"21794",10878,"2014-07-23",20.969,"Min","TinyTag","SEGC",""
"21795",10879,"2014-07-24",18.566,"Min","TinyTag","SEGC",""
"21796",10880,"2014-07-25",19.292,"Min","TinyTag","SEGC",""
"21797",108811,"2014-07-26",17.515,"Min","TinyTag","SEGC",""
"21798",10882,"2014-07-27",20.378,"Min","TinyTag","SEGC",""
"21799",10883,"2014-07-28",19.832,"Min","TinyTag","SEGC",""
"21800",10884,"2014-07-29",20.549,"Min","TinyTag","SEGC",""
"21801",10885,"2014-07-30",21.201,"Min","TinyTag","SEGC",""
"21802",10886,"2014-07-31",21.244,"Min","TinyTag","SEGC",""
"21803",10887,"2014-08-01",19.444,"Min","TinyTag","SEGC",""
"21804",10888,"2014-08-02",21.395,"Min","TinyTag","SEGC",""
"21805",10889,"2014-08-03",21.063,"Min","TinyTag","SEGC",""
"21806",10890,"2014-08-04",19.624,"Min","TinyTag","SEGC",""
"21807",108911,"2014-08-05",19.94,"Min","TinyTag","SEGC",""
"21808",10892,"2014-08-06",19.967,"Min","TinyTag","SEGC",""
"21809",10893,"2014-08-07",21.322,"Min","TinyTag","SEGC",""
"21810",10894,"2014-08-08",19.717,"Min","TinyTag","SEGC",""
"21811",10895,"2014-08-09",21.269,"Min","TinyTag","SEGC",""
"21812",10896,"2014-08-10",21.345,"Min","TinyTag","SEGC",""
"21813",10897,"2014-08-11",20.982,"Min","TinyTag","SEGC",""
"21814",10898,"2014-08-12",20.532,"Min","TinyTag","SEGC",""
"21815",10899,"2014-08-13",20.056,"Min","TinyTag","SEGC",""
"21816",10900,"2014-08-14",19.005,"Min","TinyTag","SEGC",""
"21817",109011,"2014-08-15",18.984,"Min","TinyTag","SEGC",""
"21818",10902,"2014-08-16",21.403,"Min","TinyTag","SEGC",""
"21819",10903,"2014-08-17",21.351,"Min","TinyTag","SEGC",""
"21820",10904,"2014-08-18",19.615,"Min","TinyTag","SEGC",""
"21821",10905,"2014-08-19",21.733,"Min","TinyTag","SEGC",""
"21822",10906,"2014-08-20",20.729,"Min","TinyTag","SEGC",""
"21823",10907,"2014-08-21",20.716,"Min","TinyTag","SEGC",""
"21824",10908,"2014-08-22",20.661,"Min","TinyTag","SEGC",""
"21825",10909,"2014-08-23",21.868,"Min","TinyTag","SEGC",""
"21826",109101,"2014-08-24",22.271,"Min","TinyTag","SEGC",""
"21827",109111,"2014-08-25",20.63,"Min","TinyTag","SEGC",""
"21828",10912,"2014-08-26",20.943,"Min","TinyTag","SEGC",""
"21829",10913,"2014-08-27",22.051,"Min","TinyTag","SEGC",""
"21830",10914,"2014-08-28",21.803,"Min","TinyTag","SEGC",""
"21831",10915,"2014-08-29",19.759,"Min","TinyTag","SEGC",""
"21832",10916,"2014-08-30",20.752,"Min","TinyTag","SEGC",""
"21833",10917,"2014-08-31",21.613,"Min","TinyTag","SEGC",""
"21834",10918,"2014-09-01",21.937,"Min","TinyTag","SEGC",""
"21835",10919,"2014-09-02",20.788,"Min","TinyTag","SEGC",""
"21836",10920,"2014-09-03",21.574,"Min","TinyTag","SEGC",""
"21837",109211,"2014-09-04",21.125,"Min","TinyTag","SEGC",""
"21838",10922,"2014-09-05",21.126,"Min","TinyTag","SEGC",""
"21839",10923,"2014-09-06",21.168,"Min","TinyTag","SEGC",""
"21840",10924,"2014-09-07",23.299,"Min","TinyTag","SEGC",""
"21841",10925,"2014-09-08",22.499,"Min","TinyTag","SEGC",""
"21842",10926,"2014-09-09",22.84,"Min","TinyTag","SEGC",""
"21843",10927,"2014-09-10",21.955,"Min","TinyTag","SEGC",""
"21844",10928,"2014-09-11",21.001,"Min","TinyTag","SEGC",""
"21845",10929,"2014-09-12",23.404,"Min","TinyTag","SEGC",""
"21846",10930,"2014-09-13",22.054,"Min","TinyTag","SEGC",""
"21847",109311,"2014-09-14",22.337,"Min","TinyTag","SEGC",""
"21848",10932,"2014-09-15",23.273,"Min","TinyTag","SEGC",""
"21849",10933,"2014-09-16",23.044,"Min","TinyTag","SEGC",""
"21850",10934,"2014-09-17",23.014,"Min","TinyTag","SEGC",""
"21851",10935,"2014-09-18",22.612,"Min","TinyTag","SEGC",""
"21852",10936,"2014-09-19",23.007,"Min","TinyTag","SEGC",""
"21853",10937,"2014-09-20",23.07,"Min","TinyTag","SEGC",""
"21854",10938,"2014-09-21",22.733,"Min","TinyTag","SEGC",""
"21855",10939,"2014-09-22",22.086,"Min","TinyTag","SEGC",""
"21856",10940,"2014-09-23",21.94,"Min","TinyTag","SEGC",""
"21857",10941,"2014-09-24",21.728,"Min","TinyTag","SEGC",""
"21858",10942,"2014-09-25",23.176,"Min","TinyTag","SEGC",""
"21859",10943,"2014-09-26",21.947,"Min","TinyTag","SEGC",""
"21860",10944,"2014-09-27",21.894,"Min","TinyTag","SEGC",""
"21861",10945,"2014-09-28",22.924,"Min","TinyTag","SEGC",""
"21862",10946,"2014-09-29",22.297,"Min","TinyTag","SEGC",""
"21863",10947,"2014-09-30",22.315,"Min","TinyTag","SEGC",""
"21864",10948,"2014-10-01",23.338,"Min","TinyTag","SEGC",""
"21865",10949,"2014-10-02",23.195,"Min","TinyTag","SEGC",""
"21866",10950,"2014-10-03",23.334,"Min","TinyTag","SEGC",""
"21867",109511,"2014-10-04",23.723,"Min","TinyTag","SEGC",""
"21868",10952,"2014-10-05",22.25,"Min","TinyTag","SEGC",""
"21869",10953,"2014-10-06",22.198,"Min","TinyTag","SEGC",""
"21870",10954,"2014-10-07",22.687,"Min","TinyTag","SEGC",""
"21871",10955,"2014-10-08",22.328,"Min","TinyTag","SEGC",""
"21872",10956,"2014-10-09",22.164,"Min","TinyTag","SEGC",""
"21873",10957,"2014-10-10",23.826,"Min","TinyTag","SEGC",""
"21874",10958,"2014-10-11",22.399,"Min","TinyTag","SEGC",""
"21875",10959,"2014-10-12",22.721,"Min","TinyTag","SEGC",""
"21876",10960,"2014-10-13",22.564,"Min","TinyTag","SEGC",""
"21877",109611,"2014-10-14",23.051,"Min","TinyTag","SEGC",""
"21878",10962,"2014-10-15",23.746,"Min","TinyTag","SEGC",""
"21879",10963,"2014-10-16",24.143,"Min","TinyTag","SEGC",""
"21880",10964,"2014-10-17",23.887,"Min","TinyTag","SEGC",""
"21881",10965,"2014-10-18",22.087,"Min","TinyTag","SEGC",""
"21882",10966,"2014-10-19",21.942,"Min","TinyTag","SEGC",""
"21883",10967,"2014-10-20",22.875,"Min","TinyTag","SEGC",""
"21884",10968,"2014-10-21",22.022,"Min","TinyTag","SEGC",""
"21885",10969,"2014-10-22",22.25,"Min","TinyTag","SEGC",""
"21886",10970,"2014-10-23",23.182,"Min","TinyTag","SEGC",""
"21887",109711,"2014-10-24",23.698,"Min","TinyTag","SEGC",""
"21888",10972,"2014-10-25",23.232,"Min","TinyTag","SEGC",""
"21889",10973,"2014-10-26",23.419,"Min","TinyTag","SEGC",""
"21890",10974,"2014-10-27",22.109,"Min","TinyTag","SEGC",""
"21891",10975,"2014-10-28",22.308,"Min","TinyTag","SEGC",""
"21892",10976,"2014-10-29",22.076,"Min","TinyTag","SEGC",""
"21893",10977,"2014-10-30",23.505,"Min","TinyTag","SEGC",""
"21894",10978,"2014-10-31",22.103,"Min","TinyTag","SEGC",""
"21895",10979,"2014-11-01",23.446,"Min","TinyTag","SEGC",""
"21896",10980,"2014-11-02",23.768,"Min","TinyTag","SEGC",""
"21897",109811,"2014-11-03",21.712,"Min","TinyTag","SEGC",""
"21898",10982,"2014-11-04",22.066,"Min","TinyTag","SEGC",""
"21899",10983,"2014-11-05",23.276,"Min","TinyTag","SEGC",""
"21900",10984,"2014-11-06",21.665,"Min","TinyTag","SEGC",""
"21901",10985,"2014-11-07",21.39,"Min","TinyTag","SEGC",""
"21902",10986,"2014-11-08",22.331,"Min","TinyTag","SEGC",""
"21903",10987,"2014-11-09",22.753,"Min","TinyTag","SEGC",""
"21904",10988,"2014-11-10",22.194,"Min","TinyTag","SEGC",""
"21905",10989,"2014-11-11",21.567,"Min","TinyTag","SEGC",""
"21906",10990,"2014-11-12",22.152,"Min","TinyTag","SEGC",""
"21907",109911,"2014-11-13",21.973,"Min","TinyTag","SEGC",""
"21908",10992,"2014-11-14",22.737,"Min","TinyTag","SEGC",""
"21909",10993,"2014-11-15",22.938,"Min","TinyTag","SEGC",""
"21910",10994,"2014-11-16",22.155,"Min","TinyTag","SEGC",""
"21911",10995,"2014-11-17",21.637,"Min","TinyTag","SEGC",""
"21912",10996,"2014-11-18",21.691,"Min","TinyTag","SEGC",""
"21913",10997,"2014-11-19",21.688,"Min","TinyTag","SEGC",""
"21914",10998,"2014-11-20",20.938,"Min","TinyTag","SEGC",""
"21915",10999,"2014-11-21",22.614,"Min","TinyTag","SEGC",""
"21916",11000,"2014-11-22",22.08,"Min","TinyTag","SEGC",""
"21917",110011,"2014-11-23",23.602,"Min","TinyTag","SEGC",""
"21918",11002,"2014-11-24",22.301,"Min","TinyTag","SEGC",""
"21919",11003,"2014-11-25",22.522,"Min","TinyTag","SEGC",""
"21920",11004,"2014-11-26",22.898,"Min","TinyTag","SEGC",""
"21921",11005,"2014-11-27",23.166,"Min","TinyTag","SEGC",""
"21922",11006,"2014-11-28",22.999,"Min","TinyTag","SEGC",""
"21923",11007,"2014-11-29",22.066,"Min","TinyTag","SEGC",""
"21924",11008,"2014-11-30",23.79,"Min","TinyTag","SEGC",""
"21925",11009,"2014-12-01",21.513,"Min","TinyTag","SEGC",""
"21926",110101,"2014-12-02",21.493,"Min","TinyTag","SEGC",""
"21927",110111,"2014-12-03",22.843,"Min","TinyTag","SEGC",""
"21928",11012,"2014-12-04",22.154,"Min","TinyTag","SEGC",""
"21929",11013,"2014-12-05",21.669,"Min","TinyTag","SEGC",""
"21930",11014,"2014-12-06",22.424,"Min","TinyTag","SEGC",""
"21931",11015,"2014-12-07",20.915,"Min","TinyTag","SEGC",""
"21932",11016,"2014-12-08",22.75,"Min","TinyTag","SEGC",""
"21933",11017,"2014-12-09",22.729,"Min","TinyTag","SEGC",""
"21934",11018,"2014-12-10",23.222,"Min","TinyTag","SEGC",""
"21935",11019,"2014-12-11",21.891,"Min","TinyTag","SEGC",""
"21936",11020,"2014-12-12",22.071,"Min","TinyTag","SEGC",""
"21937",110211,"2014-12-13",21.888,"Min","TinyTag","SEGC",""
"21938",11022,"2014-12-14",21.508,"Min","TinyTag","SEGC",""
"21939",11023,"2014-12-15",23.418,"Min","TinyTag","SEGC",""
"21940",11024,"2014-12-16",22.056,"Min","TinyTag","SEGC",""
"21941",11025,"2014-12-17",21.756,"Min","TinyTag","SEGC",""
"21942",11026,"2014-12-18",22.103,"Min","TinyTag","SEGC",""
"21943",11027,"2014-12-19",22.619,"Min","TinyTag","SEGC",""
"21944",11028,"2014-12-20",20.743,"Min","TinyTag","SEGC",""
"21945",11029,"2014-12-21",21.45,"Min","TinyTag","SEGC",""
"21946",11030,"2014-12-22",21.408,"Min","TinyTag","SEGC",""
"21947",110311,"2014-12-23",23.82,"Min","TinyTag","SEGC",""
"21948",11032,"2014-12-24",22.386,"Min","TinyTag","SEGC",""
"21949",11033,"2014-12-25",23.567,"Min","TinyTag","SEGC",""
"21950",11034,"2014-12-26",23.499,"Min","TinyTag","SEGC",""
"21951",11035,"2014-12-27",23.66,"Min","TinyTag","SEGC",""
"21952",11036,"2014-12-28",23.119,"Min","TinyTag","SEGC",""
"21953",11037,"2014-12-29",21.562,"Min","TinyTag","SEGC",""
"21954",11038,"2014-12-30",21.96,"Min","TinyTag","SEGC",""
"21955",11039,"2014-12-31",22.969,"Min","TinyTag","SEGC",""
"21956",11040,"2015-01-01",22.574,"Min","TinyTag","SEGC",""
"21957",110411,"2015-01-02",20.906,"Min","TinyTag","SEGC",""
"21958",11042,"2015-01-03",21.403,"Min","TinyTag","SEGC",""
"21959",11043,"2015-01-04",22.363,"Min","TinyTag","SEGC",""
"21960",11044,"2015-01-05",22.682,"Min","TinyTag","SEGC",""
"21961",11045,"2015-01-06",22.545,"Min","TinyTag","SEGC",""
"21962",11046,"2015-01-07",23.04,"Min","TinyTag","SEGC",""
"21963",11047,"2015-01-08",22.69,"Min","TinyTag","SEGC",""
"21964",11048,"2015-01-09",22.405,"Min","TinyTag","SEGC",""
"21965",11049,"2015-01-10",21.598,"Min","TinyTag","SEGC",""
"21966",11050,"2015-01-11",23.219,"Min","TinyTag","SEGC",""
"21967",110511,"2015-01-12",22.391,"Min","TinyTag","SEGC",""
"21968",11052,"2015-01-13",23.794,"Min","TinyTag","SEGC",""
"21969",11053,"2015-01-14",23.565,"Min","TinyTag","SEGC",""
"21970",11054,"2015-01-15",22.7,"Min","TinyTag","SEGC",""
"21971",11055,"2015-01-16",23.898,"Min","TinyTag","SEGC",""
"21972",11056,"2015-01-17",22.727,"Min","TinyTag","SEGC",""
"21973",11057,"2015-01-18",22.772,"Min","TinyTag","SEGC",""
"21974",11058,"2015-01-19",23.083,"Min","TinyTag","SEGC",""
"21975",11059,"2015-01-20",23.501,"Min","TinyTag","SEGC",""
"21976",11060,"2015-01-21",21.901,"Min","TinyTag","SEGC",""
"21977",110611,"2015-01-22",23.002,"Min","TinyTag","SEGC",""
"21978",11062,"2015-01-23",22.995,"Min","TinyTag","SEGC",""
"21979",11063,"2015-01-24",22.542,"Min","TinyTag","SEGC",""
"21980",11064,"2015-01-25",23.169,"Min","TinyTag","SEGC",""
"21981",11065,"2015-01-26",21.083,"Min","TinyTag","SEGC",""
"21982",11066,"2015-01-27",21.142,"Min","TinyTag","SEGC",""
"21983",11067,"2015-01-28",22.733,"Min","TinyTag","SEGC",""
"21984",11068,"2015-01-29",22.35,"Min","TinyTag","SEGC",""
"21985",11069,"2015-01-30",24.214,"Min","TinyTag","SEGC",""
"21986",11070,"2015-01-31",22.821,"Min","TinyTag","SEGC",""
"21987",110711,"2015-02-01",23.882,"Min","TinyTag","SEGC",""
"21988",11072,"2015-02-02",21.901,"Min","TinyTag","SEGC",""
"21989",11073,"2015-02-03",22.448,"Min","TinyTag","SEGC",""
"21990",11074,"2015-02-04",23.723,"Min","TinyTag","SEGC",""
"21991",11075,"2015-02-05",23.205,"Min","TinyTag","SEGC",""
"21992",11076,"2015-02-06",22.992,"Min","TinyTag","SEGC",""
"21993",11077,"2015-02-07",22.497,"Min","TinyTag","SEGC",""
"21994",11078,"2015-02-08",24.606,"Min","TinyTag","SEGC",""
"21995",11079,"2015-02-09",21.753,"Min","TinyTag","SEGC",""
"21996",11080,"2015-02-10",21.884,"Min","TinyTag","SEGC",""
"21997",110811,"2015-02-11",23.99,"Min","TinyTag","SEGC",""
"21998",11082,"2015-02-12",21.132,"Min","TinyTag","SEGC",""
"21999",11083,"2015-02-13",21.234,"Min","TinyTag","SEGC",""
"22000",11084,"2015-02-14",23.259,"Min","TinyTag","SEGC",""
"22001",11085,"2015-02-15",23.778,"Min","TinyTag","SEGC",""
"22002",11086,"2015-02-16",23.817,"Min","TinyTag","SEGC",""
"22003",11087,"2015-02-17",23.771,"Min","TinyTag","SEGC",""
"22004",11088,"2015-02-18",23.44,"Min","TinyTag","SEGC",""
"22005",11089,"2015-02-19",22.957,"Min","TinyTag","SEGC",""
"22006",11090,"2015-02-20",22.567,"Min","TinyTag","SEGC",""
"22007",110911,"2015-02-21",24.016,"Min","TinyTag","SEGC",""
"22008",11092,"2015-02-22",22.96,"Min","TinyTag","SEGC",""
"22009",11093,"2015-02-23",23.557,"Min","TinyTag","SEGC",""
"22010",11094,"2015-02-24",22.902,"Min","TinyTag","SEGC",""
"22011",11095,"2015-02-25",22.836,"Min","TinyTag","SEGC",""
"22012",11096,"2015-02-26",23.347,"Min","TinyTag","SEGC",""
"22013",11097,"2015-02-27",20.362,"Min","TinyTag","SEGC",""
"22014",11098,"2015-02-28",21.512,"Min","TinyTag","SEGC",""
"22015",11099,"2015-03-01",23.473,"Min","TinyTag","SEGC",""
"22016",111001,"2015-03-02",23.295,"Min","TinyTag","SEGC",""
"22017",11101,"2015-03-03",22.024,"Min","TinyTag","SEGC",""
"22018",11102,"2015-03-04",22.617,"Min","TinyTag","SEGC",""
"22019",11103,"2015-03-05",22.456,"Min","TinyTag","SEGC",""
"22020",11104,"2015-03-06",22.735,"Min","TinyTag","SEGC",""
"22021",11105,"2015-03-07",23.672,"Min","TinyTag","SEGC",""
"22022",11106,"2015-03-08",22.753,"Min","TinyTag","SEGC",""
"22023",11107,"2015-03-09",23.066,"Min","TinyTag","SEGC",""
"22024",11108,"2015-03-10",21.417,"Min","TinyTag","SEGC",""
"22025",11109,"2015-03-11",21.738,"Min","TinyTag","SEGC",""
"22026",111101,"2015-03-12",24.287,"Min","TinyTag","SEGC",""
"22027",11111,"2015-03-13",22.95,"Min","TinyTag","SEGC",""
"22028",11112,"2015-03-14",22.716,"Min","TinyTag","SEGC",""
"22029",11113,"2015-03-15",21.637,"Min","TinyTag","SEGC",""
"22030",11114,"2015-03-16",21.115,"Min","TinyTag","SEGC",""
"22031",11115,"2015-03-17",21.479,"Min","TinyTag","SEGC",""
"22032",11116,"2015-03-18",22.317,"Min","TinyTag","SEGC",""
"22033",11117,"2015-03-19",22.772,"Min","TinyTag","SEGC",""
"22034",11118,"2015-03-20",24.492,"Min","TinyTag","SEGC",""
"22035",11119,"2015-03-21",22.326,"Min","TinyTag","SEGC",""
"22036",11120,"2015-03-22",22.636,"Min","TinyTag","SEGC",""
"22037",111211,"2015-03-23",25.489,"Min","TinyTag","SEGC",""
"22038",11122,"2015-03-24",21.207,"Min","TinyTag","SEGC",""
"22039",11123,"2015-03-25",25.153,"Min","TinyTag","SEGC",""
"22040",11124,"2015-03-26",22.904,"Min","TinyTag","SEGC",""
"22041",11125,"2015-03-27",23.404,"Min","TinyTag","SEGC",""
"22042",11126,"2015-03-28",23.328,"Min","TinyTag","SEGC",""
"22043",11127,"2015-03-29",23.699,"Min","TinyTag","SEGC",""
"22044",11128,"2015-03-30",23.203,"Min","TinyTag","SEGC",""
"22045",11129,"2015-03-31",23.169,"Min","TinyTag","SEGC",""
"22046",11130,"2015-04-01",22.719,"Min","TinyTag","SEGC",""
"22047",111311,"2015-04-02",22.196,"Min","TinyTag","SEGC",""
"22048",11132,"2015-04-03",22.069,"Min","TinyTag","SEGC",""
"22049",11133,"2015-04-04",23.346,"Min","TinyTag","SEGC",""
"22050",11134,"2015-04-05",22.441,"Min","TinyTag","SEGC",""
"22051",11135,"2015-04-06",22.093,"Min","TinyTag","SEGC",""
"22052",11136,"2015-04-07",22.506,"Min","TinyTag","SEGC",""
"22053",11137,"2015-04-08",24.399,"Min","TinyTag","SEGC",""
"22054",11138,"2015-04-09",24.411,"Min","TinyTag","SEGC",""
"22055",11139,"2015-04-10",23.224,"Min","TinyTag","SEGC",""
"22056",11140,"2015-04-11",22.502,"Min","TinyTag","SEGC",""
"22057",111411,"2015-04-12",22.263,"Min","TinyTag","SEGC",""
"22058",11142,"2015-04-13",22.591,"Min","TinyTag","SEGC",""
"22059",11143,"2015-04-14",22.862,"Min","TinyTag","SEGC",""
"22060",11144,"2015-04-15",22.763,"Min","TinyTag","SEGC",""
"22061",11145,"2015-04-16",21.869,"Min","TinyTag","SEGC",""
"22062",11146,"2015-04-17",21.831,"Min","TinyTag","SEGC",""
"22063",11147,"2015-04-18",23.02,"Min","TinyTag","SEGC",""
"22064",11148,"2015-04-19",23.135,"Min","TinyTag","SEGC",""
"22065",11149,"2015-04-20",22.158,"Min","TinyTag","SEGC",""
"22066",11150,"2015-04-21",22.684,"Min","TinyTag","SEGC",""
"22067",111511,"2015-04-22",24.676,"Min","TinyTag","SEGC",""
"22068",11152,"2015-04-23",21.125,"Min","TinyTag","SEGC",""
"22069",11153,"2015-04-24",21.161,"Min","TinyTag","SEGC",""
"22070",11154,"2015-04-25",22.007,"Min","TinyTag","SEGC",""
"22071",11155,"2015-04-26",21.384,"Min","TinyTag","SEGC",""
"22072",11156,"2015-04-27",23.079,"Min","TinyTag","SEGC",""
"22073",11157,"2015-04-28",23.624,"Min","TinyTag","SEGC",""
"22074",11158,"2015-04-29",24.181,"Min","TinyTag","SEGC",""
"22075",11159,"2015-04-30",22.551,"Min","TinyTag","SEGC",""
"22076",11160,"2015-05-01",22.962,"Min","TinyTag","SEGC",""
"22077",111611,"2015-05-02",21.536,"Min","TinyTag","SEGC",""
"22078",11162,"2015-05-03",21.333,"Min","TinyTag","SEGC",""
"22079",11163,"2015-05-04",22.409,"Min","TinyTag","SEGC",""
"22080",11164,"2015-05-05",23.99,"Min","TinyTag","SEGC",""
"22081",11165,"2015-05-06",22.805,"Min","TinyTag","SEGC",""
"22082",11166,"2015-05-07",22.302,"Min","TinyTag","SEGC",""
"22083",11167,"2015-05-08",22.772,"Min","TinyTag","SEGC",""
"22084",11168,"2015-05-09",22.762,"Min","TinyTag","SEGC",""
"22085",11169,"2015-05-10",23.26,"Min","TinyTag","SEGC",""
"22086",11170,"2015-05-11",22.053,"Min","TinyTag","SEGC",""
"22087",111711,"2015-05-12",23.419,"Min","TinyTag","SEGC",""
"22088",11172,"2015-05-13",22.808,"Min","TinyTag","SEGC",""
"22089",11173,"2015-05-14",22.493,"Min","TinyTag","SEGC",""
"22090",11174,"2015-05-15",22.162,"Min","TinyTag","SEGC",""
"22091",11175,"2015-05-16",22.314,"Min","TinyTag","SEGC",""
"22092",11176,"2015-05-17",22.362,"Min","TinyTag","SEGC",""
"22093",11177,"2015-05-18",22.484,"Min","TinyTag","SEGC",""
"22094",11178,"2015-05-19",22.519,"Min","TinyTag","SEGC",""
"22095",11179,"2015-05-20",23.861,"Min","TinyTag","SEGC",""
"22096",11180,"2015-05-21",24.448,"Min","TinyTag","SEGC",""
"22097",111811,"2015-05-22",23.9,"Min","TinyTag","SEGC",""
"22098",11182,"2015-05-23",23.546,"Min","TinyTag","SEGC",""
"22099",11183,"2015-05-24",23.062,"Min","TinyTag","SEGC",""
"22100",11184,"2015-05-25",22.622,"Min","TinyTag","SEGC",""
"22101",11185,"2015-05-26",22.587,"Min","TinyTag","SEGC",""
"22102",11186,"2015-05-27",23.053,"Min","TinyTag","SEGC",""
"22103",11187,"2015-05-28",22.816,"Min","TinyTag","SEGC",""
"22104",11188,"2015-05-29",23.23,"Min","TinyTag","SEGC",""
"22105",11189,"2015-05-30",22.905,"Min","TinyTag","SEGC",""
"22106",11190,"2015-05-31",23.427,"Min","TinyTag","SEGC",""
"22107",111911,"2015-06-01",22.6,"Min","TinyTag","SEGC",""
